Unix_Time_s,RelativeTime_s,Target_Position_Deg,Measured_Position_Deg,Is_Bursting
1782117256.276917,0.013,7.000,7.000,0
1782117256.301768,0.038,7.000,7.000,0
1782117256.301768,0.038,7.000,7.000,0
1782117256.308503,0.045,7.000,7.000,0
1782117256.316189,0.052,7.000,7.000,0
1782117256.324635,0.061,7.000,7.000,0
1782117256.336048,0.072,7.000,7.000,0
1782117256.345802,0.082,7.000,7.000,0
1782117256.355108,0.091,7.000,7.000,0
1782117256.365097,0.101,7.000,7.000,0
1782117256.375916,0.112,7.000,7.000,0
1782117256.388410,0.124,7.000,7.000,0
1782117256.399823,0.136,7.000,7.000,0
1782117256.412846,0.149,7.000,7.000,0
1782117256.415948,0.152,7.000,7.000,0
1782117256.427291,0.163,7.000,7.000,0
1782117256.438329,0.174,7.000,7.000,0
1782117256.453161,0.189,7.000,7.000,0
1782117256.457786,0.194,7.000,7.000,0
1782117256.466942,0.203,7.000,7.000,0
1782117256.475791,0.212,7.000,7.000,0
1782117256.485106,0.221,7.000,7.000,0
1782117256.496520,0.233,7.000,7.000,0
1782117256.505352,0.241,7.000,7.000,0
1782117256.518768,0.255,7.000,7.000,0
1782117256.526484,0.263,7.000,7.000,0
1782117256.535915,0.272,7.000,7.000,0
1782117256.546384,0.282,7.000,7.000,0
1782117256.555112,0.291,7.000,7.000,0
1782117256.570812,0.307,7.000,7.000,0
1782117256.578522,0.315,7.000,7.000,0
1782117256.585211,0.321,7.000,7.000,0
1782117256.601346,0.337,7.000,7.000,0
1782117256.605049,0.341,7.000,7.000,0
1782117256.617503,0.354,7.000,7.000,0
1782117256.625209,0.361,7.000,7.000,0
1782117256.636655,0.373,7.000,7.000,0
1782117256.646079,0.382,7.000,7.000,0
1782117256.656424,0.392,7.000,7.000,0
1782117256.667967,0.404,7.000,7.000,0
1782117256.677381,0.413,7.000,7.000,0
1782117256.685099,0.421,7.000,7.000,0
1782117256.703834,0.440,7.000,7.000,0
1782117256.705848,0.442,7.000,7.000,0
1782117256.716265,0.452,7.000,7.000,0
1782117256.726090,0.462,7.000,7.000,0
1782117256.735543,0.472,7.000,7.000,0
1782117256.745253,0.481,7.000,7.000,0
1782117256.756680,0.493,7.000,7.000,0
1782117256.768106,0.504,7.000,7.000,0
1782117256.777328,0.513,7.000,7.000,0
1782117256.786151,0.522,7.000,7.000,0
1782117256.807912,0.544,7.000,7.000,0
1782117256.807912,0.544,7.000,7.000,0
1782117256.817763,0.554,7.000,7.000,0
1782117256.826080,0.562,7.000,7.000,0
1782117256.835903,0.572,7.000,7.000,0
1782117256.848288,0.584,7.000,7.000,0
1782117256.857709,0.594,7.000,7.000,0
1782117256.866132,0.602,7.000,7.000,0
1782117256.874478,0.611,7.000,7.000,0
1782117256.884298,0.620,7.000,7.000,0
1782117256.895728,0.632,7.000,7.000,0
1782117256.906142,0.642,7.000,7.000,0
1782117256.917566,0.654,7.000,7.000,0
1782117256.928499,0.665,7.000,7.000,0
1782117256.937728,0.674,7.000,7.000,0
1782117256.945944,0.682,7.000,7.000,0
1782117256.955754,0.692,7.000,7.000,0
1782117256.965811,0.702,7.000,7.000,0
1782117256.975521,0.712,7.000,7.000,0
1782117256.986953,0.723,7.000,7.000,0
1782117256.998352,0.734,7.000,7.000,0
1782117257.007762,0.744,7.000,7.000,0
1782117257.015485,0.752,7.000,7.000,0
1782117257.024845,0.761,7.000,7.000,0
1782117257.035144,0.771,7.000,7.000,0
1782117257.047567,0.784,7.000,7.000,0
1782117257.058374,0.794,7.000,7.000,0
1782117257.071277,0.807,7.000,7.000,0
1782117257.076490,0.813,7.000,7.000,0
1782117257.084938,0.821,7.000,7.000,0
1782117257.096377,0.832,7.000,7.000,0
1782117257.114519,0.851,7.000,7.000,0
1782117257.116535,0.853,7.000,7.000,0
1782117257.125658,0.862,7.000,7.000,0
1782117257.134666,0.871,7.000,7.000,0
1782117257.145113,0.881,7.000,7.000,0
1782117257.156344,0.892,7.000,7.000,0
1782117257.166981,0.903,7.000,7.000,0
1782117257.176436,0.912,7.000,7.000,0
1782117257.186872,0.923,7.000,7.000,0
1782117257.198297,0.934,7.000,7.000,0
1782117257.208020,0.944,7.000,7.000,0
1782117257.216459,0.952,7.000,7.000,0
1782117257.226158,0.962,7.000,7.000,0
1782117257.237564,0.974,7.000,7.000,0
1782117257.244892,0.981,7.000,7.000,0
1782117257.258417,0.994,7.000,7.000,0
1782117257.265433,1.001,7.000,7.000,0
1782117257.279609,1.016,7.000,7.000,0
1782117257.284733,1.021,7.000,7.000,0
1782117257.297796,1.034,7.000,7.000,0
1782117257.305607,1.042,7.000,7.000,0
1782117257.320051,1.056,7.000,7.000,0
1782117257.325787,1.062,7.000,7.000,0
1782117257.337216,1.073,7.000,7.000,0
1782117257.347549,1.084,7.000,7.000,0
1782117257.355383,1.091,7.000,7.000,0
1782117257.364722,1.101,7.000,7.000,0
1782117257.377915,1.114,7.000,7.000,0
1782117257.384691,1.121,7.000,7.000,0
1782117257.398195,1.134,7.000,7.000,0
1782117257.405926,1.142,7.000,7.000,0
1782117257.423068,1.159,7.000,7.000,0
1782117257.426799,1.163,7.000,7.000,0
1782117257.444932,1.181,7.000,7.000,0
1782117257.448934,1.185,7.000,7.000,0
1782117257.455927,1.192,7.000,7.000,0
1782117257.466066,1.202,7.000,7.000,0
1782117257.474315,1.210,7.000,7.000,0
1782117257.487061,1.223,7.000,7.000,0
1782117257.496772,1.233,7.000,7.000,0
1782117257.508210,1.244,7.000,7.000,0
1782117257.520670,1.257,7.000,7.000,0
1782117257.530115,1.266,7.000,7.000,0
1782117257.543559,1.280,7.000,7.000,0
1782117257.544562,1.281,7.000,7.000,0
1782117257.555983,1.292,7.000,7.000,0
1782117257.572843,1.309,7.000,7.000,0
1782117257.577604,1.314,7.000,7.000,0
1782117257.587903,1.324,7.000,7.000,0
1782117257.599709,1.336,7.000,7.000,0
1782117257.606428,1.342,7.000,7.000,0
1782117257.625982,1.362,7.000,7.000,0
1782117257.625982,1.362,7.000,7.000,0
1782117257.639990,1.376,7.000,7.000,0
1782117257.645980,1.382,7.000,7.000,0
1782117257.655092,1.391,7.000,7.000,0
1782117257.675483,1.412,7.000,7.000,0
1782117257.677482,1.414,7.000,7.000,0
