Unix_Time_s,RelativeTime_s,Target_Position_Deg,Measured_Position_Deg,Is_Bursting
1782117442.725709,0.013,7.000,7.000,0
1782117442.735734,0.023,7.000,7.000,0
1782117442.744832,0.033,7.000,7.000,0
1782117442.756719,0.044,7.000,7.000,0
1782117442.763099,0.051,7.000,7.000,0
1782117442.773149,0.061,7.000,7.000,0
1782117442.785867,0.074,7.000,7.000,0
1782117442.794393,0.082,7.000,7.000,0
1782117442.806936,0.095,7.000,7.000,0
1782117442.818552,0.106,7.000,7.000,0
1782117442.823888,0.112,7.000,7.000,0
1782117442.836448,0.124,7.000,7.000,0
1782117442.845066,0.133,7.000,7.000,0
1782117442.854399,0.142,7.000,7.000,0
1782117442.866054,0.154,7.000,7.000,0
1782117442.873584,0.161,7.000,7.000,0
1782117442.885150,0.173,7.000,7.000,0
1782117442.895150,0.183,7.000,7.000,0
1782117442.903165,0.191,7.000,7.000,0
1782117442.915569,0.203,7.000,7.000,0
1782117442.924949,0.213,7.000,7.000,0
1782117442.932478,0.220,7.000,7.000,0
1782117442.945759,0.233,7.000,7.000,0
1782117442.952812,0.241,7.000,7.000,0
1782117442.962833,0.251,7.000,7.000,0
1782117442.972377,0.260,7.000,7.000,0
1782117442.986927,0.275,7.000,7.000,0
1782117442.995459,0.283,7.000,7.000,0
1782117443.003490,0.291,7.000,7.000,0
1782117443.017003,0.305,7.000,7.000,0
1782117443.023519,0.311,7.000,7.000,0
1782117443.032917,0.321,7.000,7.000,0
1782117443.042828,0.331,7.000,7.000,0
1782117443.052953,0.341,7.000,7.000,0
1782117443.070819,0.359,7.000,7.000,0
1782117443.077349,0.365,7.000,7.000,0
1782117443.085976,0.374,7.000,7.000,0
1782117443.100301,0.388,7.000,7.000,0
1782117443.102733,0.390,7.000,7.000,0
1782117443.120307,0.408,7.000,7.000,0
1782117443.123305,0.411,7.000,7.000,0
1782117443.133347,0.421,7.000,7.000,0
1782117443.143732,0.431,7.000,7.000,0
1782117443.153759,0.441,7.000,7.000,0
1782117443.175856,0.464,7.000,7.000,0
1782117443.175856,0.464,7.000,7.000,0
1782117443.183474,0.471,7.000,7.000,0
1782117443.195171,0.483,7.000,7.000,0
1782117443.208772,0.496,7.000,7.000,0
1782117443.213332,0.501,7.000,7.000,0
1782117443.225024,0.513,7.000,7.000,0
1782117443.234710,0.522,7.000,7.000,0
1782117443.243232,0.531,7.000,7.000,0
1782117443.279760,0.567,7.000,7.000,0
1782117443.280751,0.568,7.000,7.000,0
1782117443.281259,0.569,7.000,7.000,0
1782117443.283271,0.571,7.000,7.000,0
1782117443.293396,0.581,7.000,7.000,0
1782117443.303590,0.591,7.000,7.000,0
1782117443.313122,0.601,7.000,7.000,0
1782117443.325159,0.613,7.000,7.000,0
1782117443.333189,0.621,7.000,7.000,0
1782117443.343225,0.631,7.000,7.000,0
1782117443.357033,0.645,7.000,7.000,0
1782117443.378255,0.666,7.000,7.000,0
1782117443.379270,0.667,7.000,7.000,0
1782117443.384776,0.672,7.000,7.000,0
1782117443.392837,0.681,7.000,7.000,0
1782117443.404205,0.692,7.000,7.000,0
1782117443.412718,0.700,7.000,7.000,0
1782117443.428340,0.716,7.000,7.000,0
1782117443.434862,0.723,7.000,7.000,0
1782117443.444416,0.732,7.000,7.000,0
1782117443.457465,0.745,7.000,7.000,0
1782117443.463962,0.752,7.000,7.000,0
1782117443.472996,0.761,7.000,7.000,0
1782117443.483036,0.771,7.000,7.000,0
1782117443.494372,0.782,7.000,7.000,0
1782117443.508772,0.796,7.000,7.000,0
1782117443.517075,0.805,7.000,7.000,0
1782117443.524611,0.812,7.000,7.000,0
1782117443.532393,0.820,7.000,7.000,0
1782117443.543965,0.832,7.000,7.000,0
1782117443.557997,0.846,7.000,7.000,0
1782117443.565173,0.853,7.000,7.000,0
1782117443.576157,0.864,7.000,7.000,0
1782117443.586748,0.874,7.000,7.000,0
1782117443.593324,0.881,7.000,7.000,0
1782117443.605490,0.893,7.000,7.000,0
1782117443.615513,0.903,7.000,7.000,0
1782117443.624036,0.912,7.000,7.000,0
1782117443.632917,0.921,7.000,7.000,0
1782117443.642835,0.931,7.000,7.000,0
1782117443.653496,0.941,7.000,7.000,0
1782117443.666767,0.954,7.000,7.000,0
1782117443.677829,0.966,7.000,7.000,0
1782117443.688289,0.976,7.000,7.000,0
1782117443.693842,0.982,7.000,7.000,0
1782117443.707097,0.995,7.000,7.000,0
1782117443.715557,1.003,7.000,7.000,0
1782117443.726345,1.014,7.000,7.000,0
1782117443.734967,1.023,7.000,7.000,0
1782117443.743612,1.031,7.000,7.000,0
1782117443.754912,1.043,7.000,7.000,0
1782117443.763465,1.051,7.000,7.000,0
1782117443.774168,1.062,7.000,7.000,0
1782117443.787034,1.075,7.000,7.000,0
1782117443.795350,1.083,7.000,7.000,0
1782117443.804097,1.092,8.200,7.000,1
1782117443.816695,1.104,8.200,7.000,1
1782117443.822762,1.110,8.200,7.000,1
1782117443.834496,1.122,8.200,7.000,1
1782117443.843023,1.131,8.200,7.001,1
1782117443.855016,1.143,8.200,7.004,1
1782117443.864022,1.152,8.200,7.007,1
1782117443.877017,1.165,8.200,7.013,1
1782117443.883019,1.171,8.200,7.017,1
1782117443.897022,1.185,8.200,7.025,1
1782117443.902462,1.190,8.200,7.034,1
1782117443.912750,1.200,8.200,7.041,1
1782117443.923031,1.211,8.200,7.052,1
1782117443.932528,1.220,8.200,7.061,1
1782117443.950610,1.238,8.200,7.075,1
1782117443.967607,1.255,8.200,7.085,1
1782117443.967607,1.255,8.200,7.101,1
1782117443.973608,1.261,8.200,7.113,1
1782117443.993608,1.281,8.200,7.131,1
1782117443.996608,1.284,8.200,7.144,1
1782117444.003611,1.291,8.200,7.144,1
1782117444.014597,1.302,8.200,7.187,1
1782117444.023610,1.311,8.200,7.202,1
1782117444.033619,1.321,8.200,7.227,1
1782117444.047141,1.335,8.200,7.244,1
1782117444.053143,1.341,8.200,7.271,1
1782117444.063143,1.351,8.200,7.289,1
1782117444.075436,1.363,8.200,7.318,1
1782117444.089800,1.378,8.200,7.338,1
1782117444.093797,1.382,8.200,7.370,1
1782117444.104798,1.393,8.200,7.392,1
1782117444.116795,1.405,8.200,7.426,1
1782117444.123799,1.412,8.200,7.460,1
1782117444.134811,1.423,8.200,7.484,1
1782117444.143480,1.431,8.200,7.522,1
1782117444.156706,1.444,8.200,7.548,1
1782117444.165174,1.453,8.200,7.588,1
1782117444.174172,1.462,8.200,7.615,1
1782117444.188170,1.476,8.200,7.653,1
1782117444.196172,1.484,8.200,7.679,1
1782117444.204537,1.492,8.200,7.716,1
1782117444.215530,1.503,8.200,7.741,1
1782117444.228536,1.516,8.200,7.776,1
1782117444.233537,1.521,8.200,7.807,1
1782117444.244053,1.532,8.200,7.827,1
1782117444.253054,1.541,8.200,7.859,1
1782117444.263291,1.551,8.200,7.879,1
1782117444.277303,1.565,8.200,7.909,1
