Unix_Time_s,RelativeTime_s,Target_Position_Deg,Measured_Position_Deg,Is_Bursting
1782117313.138842,0.010,7.000,7.000,0
1782117313.144228,0.015,7.000,7.000,0
1782117313.155126,0.026,7.000,7.000,0
1782117313.165130,0.036,7.000,7.000,0
1782117313.173651,0.044,7.000,7.000,0
1782117313.184685,0.055,7.000,7.000,0
1782117313.194355,0.065,7.000,7.000,0
1782117313.203897,0.075,7.000,7.000,0
1782117313.214425,0.085,7.000,7.000,0
1782117313.228665,0.099,7.000,7.000,0
1782117313.234105,0.105,7.000,7.000,0
1782117313.244127,0.115,7.000,7.000,0
1782117313.258152,0.129,7.000,7.000,0
1782117313.264753,0.135,7.000,7.000,0
1782117313.273820,0.144,7.000,7.000,0
1782117313.283874,0.155,7.000,7.000,0
1782117313.293485,0.164,7.000,7.000,0
1782117313.304671,0.175,7.000,7.000,0
1782117313.313955,0.185,7.000,7.000,0
1782117313.328564,0.199,7.000,7.000,0
1782117313.336074,0.207,7.000,7.000,0
1782117313.344498,0.215,7.000,7.000,0
1782117313.355112,0.226,7.000,7.000,0
1782117313.364469,0.235,7.000,7.000,0
1782117313.374758,0.245,7.000,7.000,0
1782117313.383536,0.254,7.000,7.000,0
1782117313.393759,0.264,7.000,7.000,0
1782117313.410962,0.282,7.000,7.000,0
1782117313.414104,0.285,7.000,7.000,0
1782117313.431556,0.302,7.000,7.000,0
1782117313.433561,0.304,7.000,7.000,0
1782117313.443685,0.314,7.000,7.000,0
1782117313.455829,0.327,7.000,7.000,0
1782117313.464380,0.335,7.000,7.000,0
1782117313.475045,0.346,7.000,7.000,0
1782117313.485342,0.356,7.000,7.000,0
1782117313.494106,0.365,7.000,7.000,0
1782117313.503408,0.374,7.000,7.000,0
1782117313.514034,0.385,7.000,7.000,0
1782117313.522961,0.394,7.000,7.000,0
1782117313.534038,0.405,7.000,7.000,0
1782117313.545496,0.416,7.000,7.000,0
1782117313.556222,0.427,7.000,7.000,0
1782117313.564544,0.435,7.000,7.000,0
1782117313.573684,0.444,7.000,7.000,0
1782117313.584199,0.455,7.000,7.000,0
1782117313.594054,0.465,7.000,7.000,0
1782117313.603918,0.475,7.000,7.000,0
1782117313.615606,0.486,7.000,7.000,0
1782117313.639157,0.510,7.000,7.000,0
1782117313.640038,0.511,7.000,7.000,0
1782117313.644437,0.515,7.000,7.000,0
1782117313.654559,0.525,7.000,7.000,0
1782117313.667895,0.539,7.000,7.000,0
1782117313.674453,0.545,7.000,7.000,0
1782117313.684432,0.555,7.000,7.000,0
1782117313.695024,0.566,7.000,7.000,0
1782117313.705183,0.576,7.000,7.000,0
1782117313.714785,0.585,7.000,7.000,0
1782117313.725596,0.596,7.000,7.000,0
1782117313.738923,0.610,7.000,7.000,0
1782117313.743473,0.614,7.000,7.000,0
1782117313.754492,0.625,7.000,7.000,0
1782117313.764175,0.635,7.000,7.000,0
1782117313.774523,0.645,7.000,7.000,0
1782117313.784723,0.655,7.000,7.000,0
1782117313.794162,0.665,7.000,7.000,0
1782117313.804321,0.675,7.000,7.000,0
1782117313.814173,0.685,7.000,7.000,0
1782117313.824681,0.695,7.000,7.000,0
1782117313.841374,0.712,7.000,7.000,0
1782117313.844274,0.715,7.000,7.000,0
1782117313.853761,0.724,7.000,7.000,0
1782117313.864902,0.736,7.000,7.000,0
1782117313.874110,0.745,7.000,7.000,0
1782117313.883782,0.754,7.000,7.000,0
1782117313.894696,0.765,7.000,7.000,0
1782117313.904345,0.775,7.000,7.000,0
1782117313.914366,0.785,7.000,7.000,0
1782117313.924184,0.795,7.000,7.000,0
1782117313.937714,0.808,7.000,7.000,0
1782117313.944945,0.816,7.000,7.000,0
1782117313.954669,0.825,7.000,7.000,0
1782117313.967196,0.838,7.000,7.000,0
1782117313.974801,0.845,7.000,7.000,0
1782117313.993114,0.864,7.000,7.000,0
1782117313.994115,0.865,7.000,7.000,0
1782117314.004703,0.875,7.000,7.000,0
1782117314.013729,0.884,7.000,7.000,0
1782117314.024753,0.895,7.000,7.000,0
1782117314.034393,0.905,7.000,7.000,0
1782117314.044595,0.915,7.000,7.000,0
1782117314.054447,0.925,7.000,7.000,0
1782117314.067486,0.938,7.000,7.000,0
1782117314.076188,0.947,8.200,7.000,1
1782117314.084511,0.955,8.200,7.000,1
1782117314.098756,0.969,8.200,7.000,1
1782117314.105565,0.976,8.200,7.000,1
1782117314.115064,0.986,8.200,7.000,1
1782117314.124934,0.996,8.200,7.001,1
1782117314.137512,1.008,8.200,7.004,1
1782117314.152057,1.023,8.200,7.008,1
1782117314.155805,1.026,8.200,7.014,1
1782117314.165632,1.036,8.200,7.014,1
1782117314.200167,1.071,8.200,7.026,1
1782117314.308809,1.179,8.200,7.036,1
1782117314.309809,1.180,8.200,7.043,1
1782117314.309809,1.180,8.200,7.055,1
1782117314.311565,1.182,8.200,7.064,1
1782117314.311565,1.182,8.200,7.077,1
1782117314.313540,1.184,8.200,7.087,1
1782117314.314553,1.185,8.200,7.104,1
1782117314.314553,1.185,8.200,7.116,1
1782117314.315539,1.186,8.200,7.135,1
1782117314.316155,1.187,8.200,7.155,1
1782117314.316788,1.187,8.200,7.168,1
1782117314.316788,1.187,8.200,7.191,1
1782117314.317906,1.189,8.200,7.207,1
1782117314.317906,1.189,8.200,7.232,1
1782117314.324649,1.195,8.200,7.250,1
1782117314.334476,1.205,8.200,7.275,1
1782117314.348264,1.219,8.200,7.294,1
1782117314.357427,1.228,8.200,7.324,1
1782117314.364205,1.235,8.200,7.344,1
1782117314.376693,1.247,8.200,7.376,1
1782117314.384067,1.255,8.200,7.407,1
1782117314.393920,1.265,8.200,7.430,1
1782117314.404438,1.275,8.200,7.466,1
1782117314.413800,1.284,8.200,7.491,1
1782117314.424405,1.295,8.200,7.529,1
1782117314.434907,1.306,8.200,7.555,1
1782117314.445290,1.316,8.200,7.593,1
1782117314.457904,1.329,8.200,7.620,1
1782117314.464681,1.335,8.200,7.660,1
1782117314.473474,1.344,8.200,7.686,1
1782117314.497492,1.368,8.200,7.723,1
1782117314.498491,1.369,8.200,7.757,1
1782117314.508998,1.380,8.200,7.780,1
1782117314.517511,1.388,8.200,7.814,1
1782117314.525882,1.397,8.200,7.825,1
1782117314.533797,1.404,8.200,7.865,1
1782117314.544033,1.415,8.200,7.885,1
1782117314.560250,1.431,8.200,7.915,1
1782117314.563980,1.435,8.200,7.933,1
1782117314.579456,1.450,8.200,7.960,1
1782117314.586829,1.458,8.200,7.984,1
1782117314.596684,1.467,8.200,8.000,1
1782117314.604419,1.475,8.200,8.023,1
1782117314.613931,1.485,8.200,8.038,1
1782117314.625416,1.496,8.200,8.058,1
1782117314.634194,1.505,8.200,8.070,1
1782117314.649132,1.520,8.200,8.089,1
1782117314.692384,1.563,8.200,8.100,1
1782117314.693374,1.564,8.200,8.116,1
