Unix_Time_s,RelativeTime_s,Target_Position_Deg,Measured_Position_Deg,Is_Bursting
1782117473.104427,0.012,7.000,7.000,0
1782117473.112715,0.020,7.000,7.000,0
1782117473.122550,0.030,7.000,7.000,0
1782117473.134972,0.042,7.000,7.000,0
1782117473.144406,0.052,7.000,7.000,0
1782117473.153138,0.060,7.000,7.000,0
1782117473.163547,0.071,7.000,7.000,0
1782117473.175014,0.082,7.000,7.000,0
1782117473.183930,0.091,7.000,7.000,0
1782117473.192774,0.100,7.000,7.000,0
1782117473.207180,0.114,7.000,7.000,0
1782117473.231070,0.138,7.000,7.000,0
1782117473.231070,0.138,7.000,7.000,0
1782117473.233790,0.141,7.000,7.000,0
1782117473.242507,0.150,7.000,7.000,0
1782117473.253930,0.161,7.000,7.000,0
1782117473.264359,0.172,7.000,7.000,0
1782117473.272072,0.179,7.000,7.000,0
1782117473.284161,0.191,7.000,7.000,0
1782117473.293599,0.201,7.000,7.000,0
1782117473.306999,0.214,7.000,7.000,0
1782117473.313702,0.221,7.000,7.000,0
1782117473.323128,0.230,7.000,7.000,0
1782117473.332841,0.240,7.000,7.000,0
1782117473.343251,0.250,7.000,7.000,0
1782117473.353669,0.261,7.000,7.000,0
1782117473.364000,0.271,7.000,7.000,0
1782117473.384939,0.292,7.000,7.000,0
1782117473.386546,0.294,7.000,7.000,0
1782117473.394368,0.302,7.000,7.000,0
1782117473.407787,0.315,7.000,7.000,0
1782117473.413418,0.321,7.000,7.000,0
1782117473.423903,0.331,7.000,7.000,0
1782117473.432610,0.340,7.000,7.000,0
1782117473.444031,0.351,7.000,7.000,0
1782117473.453343,0.361,7.000,7.000,0
1782117473.464172,0.371,7.000,7.000,0
1782117473.474585,0.382,7.000,7.000,0
1782117473.484623,0.392,7.000,7.000,0
1782117473.492333,0.400,7.000,7.000,0
1782117473.502752,0.410,7.000,7.000,0
1782117473.513028,0.420,7.000,7.000,0
1782117473.522881,0.430,7.000,7.000,0
1782117473.532353,0.440,7.000,7.000,0
1782117473.542778,0.450,7.000,7.000,0
1782117473.552452,0.460,7.000,7.000,0
1782117473.563890,0.471,7.000,7.000,0
1782117473.577833,0.485,7.000,7.000,0
1782117473.585638,0.493,7.000,7.000,0
1782117473.594350,0.502,7.000,7.000,0
1782117473.603479,0.511,7.000,7.000,0
1782117473.614732,0.522,7.000,7.000,0
1782117473.623546,0.531,7.000,7.000,0
1782117473.634960,0.542,7.000,7.000,0
1782117473.644669,0.552,7.000,7.000,0
1782117473.654054,0.561,7.000,7.000,0
1782117473.669072,0.576,7.000,7.000,0
1782117473.673167,0.580,7.000,7.000,0
1782117473.682586,0.590,7.000,7.000,0
1782117473.692006,0.599,7.000,7.000,0
1782117473.703439,0.611,7.000,7.000,0
1782117473.714867,0.622,7.000,7.000,0
1782117473.723169,0.630,7.000,7.000,0
1782117473.732979,0.640,7.000,7.000,0
1782117473.743400,0.651,7.000,7.000,0
1782117473.753836,0.661,7.000,7.000,0
1782117473.766270,0.673,7.000,7.000,0
1782117473.773989,0.681,7.000,7.000,0
1782117473.785136,0.692,7.000,7.000,0
1782117473.793471,0.701,7.000,7.000,0
1782117473.804895,0.712,7.000,7.000,0
1782117473.820467,0.728,7.000,7.000,0
1782117473.823458,0.731,7.000,7.000,0
1782117473.833905,0.741,7.000,7.000,0
1782117473.842643,0.750,7.000,7.000,0
1782117473.853618,0.761,7.000,7.000,0
1782117473.863628,0.771,7.000,7.000,0
1782117473.873724,0.781,7.000,7.000,0
1782117473.887449,0.795,7.000,7.000,0
1782117473.894434,0.802,7.000,7.000,0
1782117473.905426,0.813,7.000,7.000,0
1782117473.914436,0.822,7.000,7.000,0
1782117473.924437,0.832,7.000,7.000,0
1782117473.933433,0.841,7.000,7.000,0
