Unix_Time_s,RelativeTime_s,Target_Position_Deg,Measured_Position_Deg,Is_Bursting
1782117212.164545,0.007,7.000,7.000,0
1782117212.165552,0.008,7.000,7.000,0
1782117212.176159,0.018,7.000,7.000,0
1782117212.191226,0.033,7.000,7.000,0
1782117212.195283,0.037,7.000,7.000,0
1782117212.206224,0.048,7.000,7.000,0
1782117212.216439,0.058,7.000,7.000,0
1782117212.226117,0.068,7.000,7.000,0
1782117212.239662,0.082,7.000,7.000,0
1782117212.246176,0.088,7.000,7.000,0
1782117212.262570,0.105,7.000,7.000,0
1782117212.264623,0.107,7.000,7.000,0
1782117212.276767,0.119,7.000,7.000,0
1782117212.286824,0.129,7.000,7.000,0
1782117212.296321,0.138,7.000,7.000,0
1782117212.306875,0.149,7.000,7.000,0
1782117212.317464,0.159,7.000,7.000,0
1782117212.347612,0.190,7.000,7.000,0
1782117212.348741,0.191,7.000,7.000,0
1782117212.348741,0.191,7.000,7.000,0
1782117212.363894,0.206,7.000,7.000,0
1782117212.368815,0.211,7.000,7.000,0
1782117212.375396,0.217,7.000,7.000,0
1782117212.388136,0.230,7.000,7.000,0
1782117212.395826,0.238,7.000,7.000,0
1782117212.405318,0.247,7.000,7.000,0
1782117212.417860,0.260,7.000,7.000,0
1782117212.425396,0.267,7.000,7.000,0
1782117212.441968,0.284,7.000,7.000,0
1782117212.445379,0.287,7.000,7.000,0
1782117212.466351,0.308,7.000,7.000,0
1782117212.466351,0.308,7.000,7.000,0
1782117212.476196,0.318,7.000,7.000,0
1782117212.488554,0.331,7.000,7.000,0
1782117212.503666,0.346,7.000,7.000,0
1782117212.506416,0.348,7.000,7.000,0
1782117212.514958,0.357,7.000,7.000,0
1782117212.524925,0.367,7.000,7.000,0
1782117212.535564,0.378,7.000,7.000,0
1782117212.545127,0.387,7.000,7.000,0
1782117212.558022,0.400,7.000,7.000,0
1782117212.567849,0.410,7.000,7.000,0
1782117212.575498,0.417,7.000,7.000,0
1782117212.602633,0.445,7.000,7.000,0
1782117212.603650,0.446,7.000,7.000,0
1782117212.609649,0.452,7.000,7.000,0
1782117212.615646,0.458,7.000,7.000,0
1782117212.626633,0.469,7.000,7.000,0
1782117212.635156,0.477,7.000,7.000,0
1782117212.645623,0.488,7.000,7.000,0
1782117212.658152,0.500,7.000,7.000,0
1782117212.676163,0.518,7.000,7.000,0
1782117212.676163,0.518,7.000,7.000,0
1782117212.685153,0.527,7.000,7.000,0
1782117212.695109,0.537,7.000,7.000,0
1782117212.706358,0.548,7.000,7.000,0
1782117212.717355,0.559,7.000,7.000,0
1782117212.725604,0.568,7.000,7.000,0
1782117212.736899,0.579,7.000,7.000,0
1782117212.750813,0.593,7.000,7.000,0
1782117212.758079,0.600,7.000,7.000,0
1782117212.769075,0.611,7.000,7.000,0
1782117212.775318,0.617,7.000,7.000,0
1782117212.785994,0.628,7.000,7.000,0
1782117212.796278,0.638,7.000,7.000,0
1782117212.806283,0.648,7.000,7.000,0
1782117212.816431,0.658,7.000,7.000,0
1782117212.825984,0.668,7.000,7.000,0
1782117212.836436,0.678,7.000,7.000,0
1782117212.845762,0.688,7.000,7.000,0
1782117212.856006,0.698,7.000,7.000,0
1782117212.875315,0.717,7.000,7.000,0
1782117212.875315,0.717,7.000,7.000,0
1782117212.885473,0.727,7.000,7.000,0
1782117212.895468,0.737,7.000,7.000,0
1782117212.909574,0.752,7.000,7.000,0
1782117212.916914,0.759,7.000,7.000,0
1782117212.926476,0.768,7.000,7.000,0
1782117212.936389,0.778,7.000,7.000,0
1782117212.953438,0.795,7.000,7.000,0
1782117212.955559,0.798,7.000,7.000,0
1782117212.977061,0.819,7.000,7.000,0
1782117212.978066,0.820,7.000,7.000,0
1782117212.988809,0.831,7.000,7.000,0
1782117213.000567,0.843,7.000,7.000,0
1782117213.006700,0.849,7.000,7.000,0
1782117213.016833,0.859,7.000,7.000,0
1782117213.026542,0.869,7.000,7.000,0
1782117213.035239,0.877,7.000,7.000,0
1782117213.046661,0.889,7.000,7.000,0
1782117213.056072,0.898,7.000,7.000,0
1782117213.065832,0.908,7.000,7.000,0
1782117213.079390,0.921,7.000,7.000,0
1782117213.086686,0.929,7.000,7.000,0
1782117213.096513,0.938,7.000,7.000,0
1782117213.106261,0.948,7.000,7.000,0
1782117213.116713,0.959,7.000,7.000,0
1782117213.127715,0.970,7.000,7.000,0
1782117213.137232,0.979,7.000,7.000,0
1782117213.145872,0.988,7.000,7.000,0
