Unix_Time_s,RelativeTime_s,Target_Position_Deg,Measured_Position_Deg,Is_Bursting
1782117324.255188,0.006,7.000,7.000,0
1782117324.265209,0.016,7.000,7.000,0
1782117324.274720,0.026,7.000,7.000,0
1782117324.287939,0.039,7.000,7.000,0
1782117324.294941,0.046,7.000,7.000,0
1782117324.306953,0.058,7.000,7.000,0
1782117324.322987,0.074,7.000,7.000,0
1782117324.327987,0.079,7.000,7.000,0
1782117324.334988,0.086,7.000,7.000,0
1782117324.347116,0.098,7.000,7.000,0
1782117324.359958,0.111,7.000,7.000,0
1782117324.369892,0.121,7.000,7.000,0
1782117324.374908,0.126,7.000,7.000,0
1782117324.389055,0.140,7.000,7.000,0
1782117324.404912,0.156,7.000,7.000,0
1782117324.405903,0.157,7.000,7.000,0
1782117324.427142,0.178,7.000,7.000,0
1782117324.430149,0.181,7.000,7.000,0
1782117324.434645,0.186,7.000,7.000,0
1782117324.447090,0.198,7.000,7.000,0
1782117324.454598,0.206,7.000,7.000,0
1782117324.468131,0.219,7.000,7.000,0
1782117324.473850,0.225,7.000,7.000,0
1782117324.490461,0.241,7.000,7.000,0
1782117324.509056,0.260,7.000,7.000,0
1782117324.510051,0.261,7.000,7.000,0
1782117324.522945,0.274,7.000,7.000,0
1782117324.525460,0.276,7.000,7.000,0
1782117324.537841,0.289,7.000,7.000,0
1782117324.545308,0.296,7.000,7.000,0
1782117324.554213,0.305,7.000,7.000,0
1782117324.564706,0.316,7.000,7.000,0
1782117324.576301,0.327,7.000,7.000,0
1782117324.586895,0.338,7.000,7.000,0
1782117324.594947,0.346,7.000,7.000,0
1782117324.603463,0.354,7.000,7.000,0
1782117324.616476,0.367,7.000,7.000,0
1782117324.624099,0.375,7.000,7.000,0
1782117324.635131,0.386,7.000,7.000,0
1782117324.644650,0.396,7.000,7.000,0
1782117324.654286,0.405,7.000,7.000,0
1782117324.664943,0.416,7.000,7.000,0
1782117324.673722,0.425,7.000,7.000,0
1782117324.685207,0.436,7.000,7.000,0
1782117324.694979,0.446,7.000,7.000,0
1782117324.705032,0.456,7.000,7.000,0
1782117324.717231,0.468,7.000,7.000,0
1782117324.726409,0.477,7.000,7.000,0
1782117324.734603,0.486,7.000,7.000,0
1782117324.745498,0.496,7.000,7.000,0
1782117324.754028,0.505,7.000,7.000,0
1782117324.763643,0.515,7.000,7.000,0
1782117324.776741,0.528,7.000,7.000,0
1782117324.785164,0.536,7.000,7.000,0
1782117324.797012,0.548,7.000,7.000,0
1782117324.803823,0.555,7.000,7.000,0
1782117324.814215,0.565,7.000,7.000,0
1782117324.826784,0.578,7.000,7.000,0
1782117324.834009,0.585,7.000,7.000,0
1782117324.844099,0.595,7.000,7.000,0
1782117324.854177,0.605,7.000,7.000,0
1782117324.866732,0.618,7.000,7.000,0
1782117324.877283,0.628,7.000,7.000,0
1782117324.884688,0.636,7.000,7.000,0
1782117324.901243,0.652,7.000,7.000,0
1782117324.905320,0.656,7.000,7.000,0
1782117324.914647,0.666,7.000,7.000,0
1782117324.924456,0.675,7.000,7.000,0
1782117324.934350,0.685,7.000,7.000,0
1782117324.944345,0.695,7.000,7.000,0
1782117324.953960,0.705,7.000,7.000,0
1782117324.963652,0.715,7.000,7.000,0
1782117324.975317,0.726,7.000,7.000,0
1782117324.984283,0.735,7.000,7.000,0
1782117325.004399,0.755,7.000,7.000,0
1782117325.005394,0.756,7.000,7.000,0
1782117325.015353,0.766,7.000,7.000,0
1782117325.026397,0.777,7.000,7.000,0
1782117325.035786,0.787,7.000,7.000,0
1782117325.044065,0.795,7.000,7.000,0
1782117325.054443,0.805,7.000,7.000,0
1782117325.063913,0.815,7.000,7.000,0
1782117325.074204,0.825,7.000,7.000,0
1782117325.084192,0.835,7.000,7.000,0
1782117325.094667,0.846,7.000,7.000,0
1782117325.104717,0.856,7.000,7.000,0
1782117325.113722,0.865,7.000,7.000,0
1782117325.126449,0.877,7.000,7.000,0
1782117325.135132,0.886,7.000,7.000,0
1782117325.144338,0.895,7.000,7.000,0
1782117325.154487,0.905,7.000,7.000,0
1782117325.164017,0.915,7.000,7.000,0
1782117325.173709,0.925,7.000,7.000,0
1782117325.185996,0.937,7.000,7.000,0
1782117325.207297,0.958,7.000,7.000,0
1782117325.208299,0.959,7.000,7.000,0
1782117325.214797,0.966,7.000,7.000,0
1782117325.224380,0.975,7.000,7.000,0
1782117325.236080,0.987,7.000,7.000,0
1782117325.245088,0.996,7.000,7.000,0
1782117325.254663,1.006,7.000,7.000,0
1782117325.264721,1.016,7.000,7.000,0
1782117325.275008,1.026,7.000,7.000,0
1782117325.285197,1.036,7.000,7.000,0
1782117325.294674,1.046,7.000,7.000,0
1782117325.309594,1.061,7.000,7.000,0
1782117325.313979,1.065,7.000,7.000,0
1782117325.324519,1.076,7.000,7.000,0
1782117325.334202,1.085,7.000,7.000,0
1782117325.347363,1.098,7.000,7.000,0
1782117325.354897,1.106,7.000,7.000,0
1782117325.365177,1.116,7.000,7.000,0
1782117325.374492,1.125,7.000,7.000,0
1782117325.385553,1.137,7.000,7.000,0
1782117325.395293,1.146,7.000,7.000,0
1782117325.414881,1.166,7.000,7.000,0
1782117325.415418,1.166,7.000,7.000,0
1782117325.424516,1.176,7.000,7.000,0
1782117325.435534,1.187,7.000,7.000,0
1782117325.445046,1.196,7.000,7.000,0
1782117325.459781,1.211,7.000,7.000,0
1782117325.464306,1.215,7.000,7.000,0
1782117325.477339,1.228,7.000,7.000,0
1782117325.492539,1.244,7.000,7.000,0
1782117325.508398,1.259,7.000,7.000,0
1782117325.514795,1.266,7.000,7.000,0
1782117325.514795,1.266,7.000,7.000,0
1782117325.524819,1.276,7.000,7.000,0
1782117325.537066,1.288,7.000,7.000,0
1782117325.545814,1.297,7.000,7.000,0
1782117325.555861,1.307,7.000,7.000,0
1782117325.564834,1.316,7.000,7.000,0
1782117325.574905,1.326,7.000,7.000,0
1782117325.585114,1.336,7.000,7.000,0
1782117325.595161,1.346,7.000,7.000,0
1782117325.603702,1.355,7.000,7.000,0
1782117325.616774,1.368,7.000,7.000,0
1782117325.624839,1.376,7.000,7.000,0
1782117325.634242,1.385,7.000,7.000,0
1782117325.645913,1.397,7.000,7.000,0
1782117325.654445,1.405,7.000,7.000,0
1782117325.665680,1.417,7.000,7.000,0
1782117325.674547,1.426,7.000,7.000,0
1782117325.683088,1.434,7.000,7.000,0
1782117325.694127,1.445,7.000,7.000,0
1782117325.704756,1.456,7.000,7.000,0
1782117325.721249,1.472,7.000,7.000,0
1782117325.723243,1.474,7.000,7.000,0
1782117325.735802,1.487,7.000,7.000,0
1782117325.744571,1.496,7.000,7.000,0
1782117325.755792,1.507,7.000,7.000,0
1782117325.766348,1.517,7.000,7.000,0
1782117325.775874,1.527,7.000,7.000,0
1782117325.785444,1.536,7.000,7.000,0
1782117325.798558,1.550,7.000,7.000,0
1782117325.804074,1.555,7.000,7.000,0
1782117325.816274,1.567,7.000,7.000,0
1782117325.825823,1.577,7.000,7.000,0
1782117325.834348,1.585,7.000,7.000,0
1782117325.846247,1.597,7.000,7.000,0
1782117325.854545,1.606,7.000,7.000,0
1782117325.864562,1.616,7.000,7.000,0
1782117325.873932,1.625,7.000,7.000,0
1782117325.884468,1.635,7.000,7.000,0
1782117325.894507,1.645,7.000,7.000,0
1782117325.905434,1.656,7.000,7.000,0
1782117325.917494,1.668,7.000,7.000,0
1782117325.929013,1.680,7.000,7.000,0
1782117325.934534,1.686,7.000,7.000,0
1782117325.947162,1.698,7.000,7.000,0
1782117325.957445,1.708,7.000,7.000,0
1782117325.964372,1.715,7.000,7.000,0
1782117325.975393,1.726,7.000,7.000,0
1782117325.983962,1.735,7.000,7.000,0
1782117325.995241,1.746,7.000,7.000,0
1782117326.004247,1.755,7.000,7.000,0
1782117326.027774,1.779,7.000,7.000,0
1782117326.027774,1.779,7.000,7.000,0
1782117326.035629,1.787,7.000,7.000,0
1782117326.045377,1.796,7.000,7.000,0
1782117326.057694,1.809,7.000,7.000,0
1782117326.065126,1.816,7.000,7.000,0
1782117326.075724,1.827,7.000,7.000,0
1782117326.084280,1.835,7.000,7.000,0
1782117326.097061,1.848,7.000,7.000,0
1782117326.104664,1.856,7.000,7.000,0
1782117326.114546,1.866,7.000,7.000,0
1782117326.130296,1.881,7.000,7.000,0
1782117326.134753,1.886,7.000,7.000,0
1782117326.145304,1.896,8.200,7.000,1
1782117326.154352,1.905,8.200,7.000,1
1782117326.164876,1.916,8.200,7.000,1
1782117326.174914,1.926,8.200,7.001,1
1782117326.184966,1.936,8.200,7.002,1
1782117326.195583,1.947,8.200,7.004,1
1782117326.205617,1.957,8.200,7.007,1
1782117326.215674,1.967,8.200,7.013,1
1782117326.225837,1.977,8.200,7.018,1
1782117326.236274,1.987,8.200,7.024,1
1782117326.244319,1.995,8.200,7.034,1
1782117326.256084,2.007,8.200,7.041,1
1782117326.264574,2.016,8.200,7.052,1
1782117326.274144,2.025,8.200,7.061,1
1782117326.284513,2.036,8.200,7.074,1
1782117326.294356,2.045,8.200,7.084,1
1782117326.305554,2.057,8.200,7.100,1
1782117326.314861,2.066,8.200,7.112,1
1782117326.327695,2.079,8.200,7.130,1
1782117326.335222,2.086,8.200,7.146,1
