Unix_Time_s,RelativeTime_s,Target_Position_Deg,Measured_Position_Deg,Is_Bursting
1782117429.411465,0.025,7.000,7.000,0
1782117429.412466,0.026,7.000,7.000,0
1782117429.450697,0.064,7.000,7.000,0
1782117429.451204,0.064,7.000,7.000,0
1782117429.452212,0.065,7.000,7.000,0
1782117429.452212,0.065,7.000,7.000,0
1782117429.452212,0.065,7.000,7.000,0
1782117429.452212,0.065,7.000,7.000,0
1782117429.452212,0.065,7.000,7.000,0
1782117429.453464,0.067,7.000,7.000,0
1782117429.453464,0.067,7.000,7.000,0
1782117429.453464,0.067,7.000,7.000,0
1782117429.453464,0.067,7.000,7.000,0
1782117429.460010,0.073,7.000,7.000,0
1782117429.463018,0.076,7.000,7.000,0
1782117429.479600,0.093,7.000,7.000,0
1782117429.485122,0.098,7.000,7.000,0
1782117429.494655,0.108,7.000,7.000,0
1782117429.503689,0.117,7.000,7.000,0
1782117429.514455,0.128,7.000,7.000,0
1782117429.523540,0.137,7.000,7.000,0
1782117429.533574,0.147,7.000,7.000,0
1782117429.545632,0.159,7.000,7.000,0
1782117429.553782,0.167,7.000,7.000,0
1782117429.563169,0.176,7.000,7.000,0
1782117429.575247,0.189,7.000,7.000,0
1782117429.583587,0.197,7.000,7.000,0
1782117429.593973,0.207,7.000,7.000,0
1782117429.603402,0.217,7.000,7.000,0
1782117429.612730,0.226,7.000,7.000,0
1782117429.623609,0.237,7.000,7.000,0
1782117429.633548,0.247,7.000,7.000,0
1782117429.643082,0.256,7.000,7.000,0
1782117429.656373,0.270,7.000,7.000,0
1782117429.662819,0.276,7.000,7.000,0
1782117429.672110,0.285,7.000,7.000,0
1782117429.685623,0.299,7.000,7.000,0
1782117429.695753,0.309,7.000,7.000,0
1782117429.703061,0.316,7.000,7.000,0
1782117429.721454,0.335,7.000,7.000,0
1782117429.723693,0.337,7.000,7.000,0
1782117429.734770,0.348,7.000,7.000,0
1782117429.742298,0.356,7.000,7.000,0
1782117429.752350,0.366,7.000,7.000,0
1782117429.762950,0.376,7.000,7.000,0
1782117429.775689,0.389,7.000,7.000,0
1782117429.787067,0.400,7.000,7.000,0
1782117429.794093,0.407,7.000,7.000,0
1782117429.808187,0.421,7.000,7.000,0
1782117429.813998,0.427,7.000,7.000,0
1782117429.823816,0.437,7.000,7.000,0
1782117429.833155,0.446,7.000,7.000,0
1782117429.843895,0.457,7.000,7.000,0
1782117429.854950,0.468,7.000,7.000,0
1782117429.863779,0.477,7.000,7.000,0
1782117429.873490,0.487,7.000,7.000,0
1782117429.888069,0.501,7.000,7.000,0
1782117429.895623,0.509,7.000,7.000,0
1782117429.902674,0.516,7.000,7.000,0
1782117429.915410,0.529,7.000,7.000,0
1782117429.923398,0.537,7.000,7.000,0
1782117429.932679,0.546,7.000,7.000,0
1782117429.942913,0.556,7.000,7.000,0
1782117429.955014,0.568,7.000,7.000,0
1782117429.965576,0.579,7.000,7.000,0
1782117429.974095,0.587,7.000,7.000,0
1782117429.984615,0.598,7.000,7.000,0
1782117429.993782,0.607,7.000,7.000,0
1782117430.003550,0.617,7.000,7.000,0
1782117430.013412,0.627,7.000,7.000,0
1782117430.037479,0.651,7.000,7.000,0
1782117430.037479,0.651,7.000,7.000,0
1782117430.045514,0.659,7.000,7.000,0
1782117430.057030,0.670,7.000,7.000,0
1782117430.065199,0.678,7.000,7.000,0
1782117430.073267,0.687,7.000,7.000,0
1782117430.082881,0.696,7.000,7.000,0
1782117430.095024,0.708,7.000,7.000,0
1782117430.103550,0.717,7.000,7.000,0
1782117430.112848,0.726,7.000,7.000,0
1782117430.123521,0.737,7.000,7.000,0
1782117430.133579,0.747,7.000,7.000,0
1782117430.143635,0.757,7.000,7.000,0
1782117430.162615,0.776,7.000,7.000,0
1782117430.163611,0.777,7.000,7.000,0
1782117430.173690,0.787,7.000,7.000,0
1782117430.184311,0.798,7.000,7.000,0
1782117430.195078,0.808,7.000,7.000,0
1782117430.202824,0.816,7.000,7.000,0
1782117430.213121,0.826,7.000,7.000,0
1782117430.223840,0.837,7.000,7.000,0
1782117430.233373,0.847,7.000,7.000,0
1782117430.244106,0.857,7.000,7.000,0
1782117430.254178,0.867,7.000,7.000,0
1782117430.265133,0.878,7.000,7.000,0
1782117430.274024,0.887,7.000,7.000,0
1782117430.283607,0.897,7.000,7.000,0
1782117430.293367,0.907,7.000,7.000,0
1782117430.302462,0.916,7.000,7.000,0
1782117430.312859,0.926,7.000,7.000,0
1782117430.326813,0.940,7.000,7.000,0
1782117430.333797,0.947,7.000,7.000,0
1782117430.348336,0.962,7.000,7.000,0
1782117430.352861,0.966,7.000,7.000,0
1782117430.367019,0.980,7.000,7.000,0
1782117430.372500,0.986,7.000,7.000,0
1782117430.382692,0.996,7.000,7.000,0
1782117430.400760,1.014,7.000,7.000,0
1782117430.418196,1.031,7.000,7.000,0
1782117430.418196,1.031,7.000,7.000,0
1782117430.423681,1.037,7.000,7.000,0
1782117430.434197,1.047,7.000,7.000,0
1782117430.443537,1.057,7.000,7.000,0
1782117430.461466,1.075,7.000,7.000,0
1782117430.474870,1.088,7.000,7.000,0
1782117430.475381,1.089,7.000,7.000,0
1782117430.485212,1.098,8.200,7.000,1
1782117430.493546,1.107,8.200,7.000,1
1782117430.507012,1.120,8.200,7.000,1
1782117430.515755,1.129,8.200,7.000,1
1782117430.524257,1.138,8.200,7.000,1
1782117430.533665,1.147,8.200,7.002,1
1782117430.543176,1.156,8.200,7.005,1
1782117430.553787,1.167,8.200,7.008,1
1782117430.563933,1.177,8.200,7.014,1
1782117430.577788,1.191,8.200,7.020,1
1782117430.582696,1.196,8.200,7.026,1
1782117430.592603,1.206,8.200,7.036,1
1782117430.603872,1.217,8.200,7.043,1
1782117430.612263,1.226,8.200,7.055,1
1782117430.644226,1.258,8.200,7.063,1
1782117430.645659,1.259,8.200,7.076,1
1782117430.645659,1.259,8.200,7.092,1
1782117430.657770,1.271,8.200,7.103,1
1782117430.664726,1.278,8.200,7.121,1
1782117430.675097,1.288,8.200,7.134,1
1782117430.684656,1.298,8.200,7.153,1
1782117430.695884,1.309,8.200,7.167,1
1782117430.707984,1.321,8.200,7.189,1
1782117430.712503,1.326,8.200,7.205,1
1782117430.722892,1.336,8.200,7.230,1
1782117430.732949,1.346,8.200,7.257,1
1782117430.743000,1.356,8.200,7.273,1
1782117430.753093,1.366,8.200,7.301,1
1782117430.762576,1.376,8.200,7.321,1
1782117430.775389,1.389,8.200,7.352,1
1782117430.788417,1.402,8.200,7.371,1
1782117430.792990,1.406,8.200,7.403,1
1782117430.813992,1.427,8.200,7.437,1
1782117430.814651,1.428,8.200,7.461,1
1782117430.823168,1.436,8.200,7.498,1
1782117430.833204,1.446,8.200,7.524,1
1782117430.843940,1.457,8.200,7.561,1
1782117430.855079,1.468,8.200,7.587,1
1782117430.862735,1.476,8.200,7.627,1
1782117430.876538,1.490,8.200,7.654,1
1782117430.884193,1.497,8.200,7.692,1
1782117430.894020,1.507,8.200,7.717,1
1782117430.903565,1.517,8.200,7.754,1
1782117430.915237,1.529,8.200,7.787,1
1782117430.923398,1.537,8.200,7.809,1
1782117430.934143,1.547,8.200,7.842,1
1782117430.942685,1.556,8.200,7.862,1
1782117430.954093,1.567,8.200,7.891,1
1782117430.962638,1.576,8.200,7.911,1
1782117430.972575,1.586,8.200,7.938,1
1782117430.987357,1.601,8.200,7.956,1
1782117430.992407,1.606,8.200,7.981,1
1782117431.003531,1.617,8.200,8.002,1
1782117431.014059,1.627,8.200,8.023,1
1782117431.023090,1.636,8.200,8.036,1
1782117431.033139,1.646,8.200,8.057,1
1782117431.044194,1.657,8.200,8.070,1
1782117431.052726,1.666,8.200,8.088,1
1782117431.064117,1.677,8.200,8.104,1
1782117431.074181,1.687,8.200,8.115,1
1782117431.084509,1.698,8.200,8.129,1
1782117431.094394,1.708,8.200,8.138,1
1782117431.105616,1.719,8.200,8.151,1
1782117431.112142,1.725,8.200,8.158,1
1782117431.124588,1.738,8.200,8.168,1
1782117431.134803,1.748,8.200,8.174,1
1782117431.142860,1.756,8.200,8.181,1
1782117431.154845,1.768,8.200,8.188,1
1782117431.162892,1.776,8.200,8.190,1
1782117431.173274,1.787,8.200,8.194,1
1782117431.186561,1.800,8.200,8.196,1
1782117431.194210,1.807,8.200,8.198,1
1782117431.202371,1.816,8.200,8.198,1
1782117431.218931,1.832,8.200,8.198,1
1782117431.226458,1.840,8.200,8.198,1
1782117431.235142,1.848,8.200,8.199,1
1782117431.243680,1.857,8.200,8.198,1
1782117431.252671,1.866,8.200,8.199,1
1782117431.264761,1.878,8.200,8.199,1
1782117431.273342,1.887,8.200,8.199,1
1782117431.286187,1.899,7.000,8.199,0
1782117431.293664,1.907,7.000,8.199,0
1782117431.305650,1.919,7.000,8.199,0
1782117431.315867,1.929,7.000,8.199,0
1782117431.324402,1.938,7.000,8.199,0
1782117431.333444,1.947,7.000,8.198,0
1782117431.343517,1.957,7.000,8.196,0
1782117431.353171,1.966,7.000,8.192,0
1782117431.363716,1.977,7.000,8.188,0
1782117431.374360,1.988,7.000,8.182,0
1782117431.383878,1.997,7.000,8.176,0
1782117431.397424,2.011,7.000,8.169,0
1782117431.404939,2.018,7.000,8.157,0
1782117431.413176,2.026,7.000,8.149,0
1782117431.425633,2.039,7.000,8.136,0
1782117431.436546,2.050,7.000,8.124,0
1782117431.443113,2.056,7.000,8.114,0
1782117431.454418,2.068,7.000,8.097,0
1782117431.464604,2.078,7.000,8.084,0
1782117431.473430,2.087,7.000,8.065,0
1782117431.483640,2.097,7.000,8.052,0
1782117431.492803,2.106,7.000,8.031,0
1782117431.502858,2.116,7.000,8.017,0
1782117431.515742,2.129,7.000,7.993,0
1782117431.523388,2.137,7.000,7.977,0
1782117431.534091,2.147,7.000,7.951,0
1782117431.543217,2.156,7.000,7.925,0
1782117431.554054,2.167,7.000,7.907,0
1782117431.564323,2.178,7.000,7.879,0
1782117431.573694,2.187,7.000,7.858,0
1782117431.583746,2.197,7.000,7.826,0
1782117431.595397,2.209,7.000,7.795,0
1782117431.603199,2.216,7.000,7.772,0
1782117431.612424,2.226,7.000,7.736,0
1782117431.624584,2.238,7.000,7.714,0
1782117431.633828,2.247,7.000,7.676,0
1782117431.643845,2.257,7.000,7.651,0
1782117431.652658,2.266,7.000,7.610,0
1782117431.671539,2.285,7.000,7.583,0
1782117431.673977,2.287,7.000,7.544,0
1782117431.684585,2.298,7.000,7.505,0
1782117431.696245,2.310,7.000,7.480,0
