Unix_Time_s,RelativeTime_s,Target_Position_Deg,Measured_Position_Deg,Is_Bursting
1782117462.164225,0.017,7.000,7.000,0
1782117462.176188,0.029,7.000,7.000,0
1782117462.182446,0.035,7.000,7.000,0
1782117462.192454,0.045,7.000,7.000,0
1782117462.203449,0.056,7.000,7.000,0
1782117462.225961,0.079,7.000,7.000,0
1782117462.227076,0.080,7.000,7.000,0
1782117462.234092,0.087,7.000,7.000,0
1782117462.245453,0.098,7.000,7.000,0
1782117462.254574,0.107,7.000,7.000,0
1782117462.263922,0.117,7.000,7.000,0
1782117462.272920,0.126,7.000,7.000,0
1782117462.283439,0.136,7.000,7.000,0
1782117462.296650,0.149,7.000,7.000,0
1782117462.303061,0.156,7.000,7.000,0
1782117462.322064,0.175,7.000,7.000,0
1782117462.324064,0.177,7.000,7.000,0
1782117462.332605,0.185,7.000,7.000,0
1782117462.345168,0.198,7.000,7.000,0
1782117462.354548,0.207,7.000,7.000,0
1782117462.363558,0.216,7.000,7.000,0
1782117462.374301,0.227,7.000,7.000,0
1782117462.383076,0.236,7.000,7.000,0
1782117462.392079,0.245,7.000,7.000,0
1782117462.403070,0.256,7.000,7.000,0
1782117462.418356,0.271,7.000,7.000,0
1782117462.426886,0.280,7.000,7.000,0
1782117462.432886,0.286,7.000,7.000,0
1782117462.447473,0.300,7.000,7.000,0
1782117462.463546,0.316,7.000,7.000,0
1782117462.463546,0.316,7.000,7.000,0
1782117462.478050,0.331,7.000,7.000,0
1782117462.482591,0.335,7.000,7.000,0
1782117462.493757,0.346,7.000,7.000,0
1782117462.502775,0.355,7.000,7.000,0
1782117462.513117,0.366,7.000,7.000,0
1782117462.528803,0.381,7.000,7.000,0
1782117462.536597,0.389,7.000,7.000,0
1782117462.542620,0.395,7.000,7.000,0
1782117462.556720,0.409,7.000,7.000,0
1782117462.562943,0.416,7.000,7.000,0
1782117462.575607,0.428,7.000,7.000,0
1782117462.582851,0.436,7.000,7.000,0
1782117462.596860,0.450,7.000,7.000,0
1782117462.605882,0.459,7.000,7.000,0
1782117462.613412,0.466,7.000,7.000,0
1782117462.624094,0.477,7.000,7.000,0
1782117462.633065,0.486,7.000,7.000,0
1782117462.644614,0.497,7.000,7.000,0
1782117462.660171,0.513,7.000,7.000,0
1782117462.663308,0.516,7.000,7.000,0
1782117462.674849,0.528,7.000,7.000,0
1782117462.684251,0.537,7.000,7.000,0
1782117462.694281,0.547,7.000,7.000,0
