Unix_Time_s,RelativeTime_s,Target_Position_Deg,Measured_Position_Deg,Is_Bursting
1782117417.452585,0.014,7.000,7.000,0
1782117417.464420,0.026,7.000,7.000,0
1782117417.473289,0.035,7.000,7.000,0
1782117417.483329,0.045,7.000,7.000,0
1782117417.497387,0.059,7.000,7.000,0
1782117417.502820,0.064,7.000,7.000,0
1782117417.512534,0.074,7.000,7.000,0
1782117417.524148,0.086,7.000,7.000,0
1782117417.539091,0.101,7.000,7.000,0
1782117417.544610,0.106,7.000,7.000,0
1782117417.553060,0.115,7.000,7.000,0
1782117417.567803,0.129,7.000,7.000,0
1782117417.574181,0.136,7.000,7.000,0
1782117417.582756,0.144,7.000,7.000,0
1782117417.599893,0.161,7.000,7.000,0
1782117417.603705,0.165,7.000,7.000,0
1782117417.613668,0.175,7.000,7.000,0
1782117417.623345,0.185,7.000,7.000,0
1782117417.633114,0.195,7.000,7.000,0
1782117417.644783,0.206,7.000,7.000,0
1782117417.663349,0.225,7.000,7.000,0
1782117417.674901,0.236,7.000,7.000,0
1782117417.674901,0.236,7.000,7.000,0
1782117417.683936,0.245,7.000,7.000,0
1782117417.692477,0.254,7.000,7.000,0
1782117417.705122,0.267,7.000,7.000,0
1782117417.712641,0.274,7.000,7.000,0
1782117417.723233,0.285,7.000,7.000,0
1782117417.733272,0.295,7.000,7.000,0
1782117417.744205,0.306,7.000,7.000,0
1782117417.755200,0.317,7.000,7.000,0
1782117417.763735,0.325,7.000,7.000,0
1782117417.777839,0.339,7.000,7.000,0
1782117417.787365,0.349,7.000,7.000,0
1782117417.794823,0.356,7.000,7.000,0
1782117417.804867,0.366,7.000,7.000,0
1782117417.813118,0.375,7.000,7.000,0
1782117417.823452,0.385,7.000,7.000,0
1782117417.833103,0.395,7.000,7.000,0
1782117417.843143,0.405,7.000,7.000,0
1782117417.855185,0.417,7.000,7.000,0
1782117417.866232,0.428,7.000,7.000,0
1782117417.885027,0.447,7.000,7.000,0
1782117417.885027,0.447,7.000,7.000,0
1782117417.894223,0.456,7.000,7.000,0
1782117417.904250,0.466,7.000,7.000,0
1782117417.913403,0.475,7.000,7.000,0
1782117417.924917,0.486,7.000,7.000,0
1782117417.934688,0.496,7.000,7.000,0
1782117417.943425,0.505,7.000,7.000,0
1782117417.952974,0.514,7.000,7.000,0
1782117417.963302,0.525,7.000,7.000,0
1782117417.977013,0.539,7.000,7.000,0
1782117417.983124,0.545,7.000,7.000,0
1782117417.994529,0.556,7.000,7.000,0
1782117418.004614,0.566,7.000,7.000,0
1782117418.013227,0.575,7.000,7.000,0
1782117418.023920,0.585,7.000,7.000,0
1782117418.036009,0.597,7.000,7.000,0
1782117418.043524,0.605,7.000,7.000,0
1782117418.055155,0.617,7.000,7.000,0
1782117418.064322,0.626,7.000,7.000,0
1782117418.076352,0.638,7.000,7.000,0
1782117418.085920,0.647,7.000,7.000,0
1782117418.094438,0.656,7.000,7.000,0
1782117418.103485,0.665,7.000,7.000,0
1782117418.114370,0.676,7.000,7.000,0
1782117418.125333,0.687,7.000,7.000,0
1782117418.133147,0.695,7.000,7.000,0
1782117418.143078,0.705,7.000,7.000,0
1782117418.153366,0.715,7.000,7.000,0
1782117418.163684,0.725,7.000,7.000,0
1782117418.173509,0.735,7.000,7.000,0
1782117418.186176,0.748,7.000,7.000,0
1782117418.193288,0.755,7.000,7.000,0
1782117418.203929,0.765,7.000,7.000,0
1782117418.215966,0.777,7.000,7.000,0
1782117418.223560,0.785,7.000,7.000,0
1782117418.233435,0.795,7.000,7.000,0
1782117418.243367,0.805,7.000,7.000,0
1782117418.252613,0.814,7.000,7.000,0
1782117418.264850,0.826,7.000,7.000,0
1782117418.274416,0.836,7.000,7.000,0
1782117418.282939,0.844,7.000,7.000,0
1782117418.293542,0.855,7.000,7.000,0
1782117418.303596,0.865,7.000,7.000,0
1782117418.313640,0.875,7.000,7.000,0
1782117418.323153,0.885,7.000,7.000,0
1782117418.333129,0.895,7.000,7.000,0
1782117418.345162,0.907,7.000,7.000,0
1782117418.354209,0.916,7.000,7.000,0
1782117418.367814,0.929,7.000,7.000,0
1782117418.374346,0.936,7.000,7.000,0
1782117418.385396,0.947,7.000,7.000,0
1782117418.392953,0.954,7.000,7.000,0
1782117418.403844,0.965,7.000,7.000,0
1782117418.414493,0.976,7.000,7.000,0
1782117418.422725,0.984,7.000,7.000,0
1782117418.433755,0.995,7.000,7.000,0
1782117418.443286,1.005,7.000,7.000,0
1782117418.453208,1.015,7.000,7.000,0
1782117418.463256,1.025,7.000,7.000,0
1782117418.473713,1.035,7.000,7.000,0
1782117418.486711,1.048,7.000,7.000,0
1782117418.494909,1.056,7.000,7.000,0
1782117418.503203,1.065,7.000,7.000,0
1782117418.515784,1.077,7.000,7.000,0
1782117418.524534,1.086,7.000,7.000,0
1782117418.533582,1.095,7.000,7.000,0
1782117418.543030,1.105,7.000,7.000,0
1782117418.553112,1.115,7.000,7.000,0
1782117418.563683,1.125,7.000,7.000,0
1782117418.596828,1.158,7.000,7.000,0
1782117418.596828,1.158,7.000,7.000,0
1782117418.597825,1.159,7.000,7.000,0
1782117418.603815,1.165,7.000,7.000,0
1782117418.614498,1.176,7.000,7.000,0
1782117418.625260,1.187,7.000,7.000,0
1782117418.632797,1.194,7.000,7.000,0
1782117418.643665,1.205,7.000,7.000,0
1782117418.653615,1.215,7.000,7.000,0
1782117418.664726,1.226,7.000,7.000,0
1782117418.674204,1.236,7.000,7.000,0
1782117418.682873,1.244,7.000,7.000,0
1782117418.693881,1.255,7.000,7.000,0
1782117418.706653,1.268,7.000,7.000,0
1782117418.714193,1.276,7.000,7.000,0
1782117418.726213,1.288,7.000,7.000,0
1782117418.733850,1.295,7.000,7.000,0
1782117418.743374,1.305,7.000,7.000,0
1782117418.754433,1.316,7.000,7.000,0
1782117418.764030,1.326,7.000,7.000,0
1782117418.778000,1.339,7.000,7.000,0
1782117418.782934,1.344,7.000,7.000,0
1782117418.796166,1.358,7.000,7.000,0
1782117418.804253,1.366,7.000,7.000,0
1782117418.815079,1.377,8.200,7.000,1
1782117418.825127,1.387,8.200,7.000,1
1782117418.832904,1.394,8.200,7.000,1
1782117418.845765,1.407,8.200,7.000,1
1782117418.854373,1.416,8.200,7.000,1
1782117418.864213,1.426,8.200,7.002,1
1782117418.874149,1.436,8.200,7.005,1
1782117418.882672,1.444,8.200,7.010,1
